id,title,category,nutrition,ayurveda,notes,content
black-urad-whole-(काली-उड़द),Black Urad Whole (काली उड़द),"Cereals,Pulses,Lentils & Legumes","{'calories': '341.0', 'protein': '24.0', 'carbs': '59.0', 'fats': '1.8'}","{'rasa': 'Sweet (मधुर)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy Oily (गुरु स्निग्ध)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↑'}",Very strengthening but difficult to digest.,"Black Urad Whole (काली उड़द) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 341.0
- Protein: 24.0
- Carbohydrates: 59.0
- Fats: 1.8

Ayurvedic Properties:
- Rasa (Taste): Sweet (मधुर)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy Oily (गुरु स्निग्ध)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↑ Kapha↑

Notes: Very strengthening but difficult to digest."
red-kidney-beans-(लाल-राजमा),Red Kidney Beans (लाल राजमा),"Cereals,Pulses,Lentils & Legumes","{'calories': '337.0', 'protein': '22.9', 'carbs': '60.6', 'fats': '1.1'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Rich in iron; gas-forming.,"Red Kidney Beans (लाल राजमा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 337.0
- Protein: 22.9
- Carbohydrates: 60.6
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Rich in iron; gas-forming."
white-kidney-beans-(सफेद-राजमा),White Kidney Beans (सफेद राजमा),"Cereals,Pulses,Lentils & Legumes","{'calories': '333.0', 'protein': '21.5', 'carbs': '60.0', 'fats': '0.9'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good for muscle gain.,"White Kidney Beans (सफेद राजमा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 333.0
- Protein: 21.5
- Carbohydrates: 60.0
- Fats: 0.9

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good for muscle gain."
navy-beans-(नेवी-बीन्स),Navy Beans (नेवी बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '337.0', 'protein': '22.3', 'carbs': '60.0', 'fats': '1.1'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",High fiber; supports gut health.,"Navy Beans (नेवी बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 337.0
- Protein: 22.3
- Carbohydrates: 60.0
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: High fiber; supports gut health."
pinto-beans-(पिंटो-बीन्स),Pinto Beans (पिंटो बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '347.0', 'protein': '21.4', 'carbs': '62.6', 'fats': '1.2'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Rich in antioxidants.,"Pinto Beans (पिंटो बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 347.0
- Protein: 21.4
- Carbohydrates: 62.6
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Rich in antioxidants."
black-beans-(काले-बीन्स),Black Beans (काले बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '341.0', 'protein': '21.6', 'carbs': '62.4', 'fats': '1.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good for bone strength.,"Black Beans (काले बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 341.0
- Protein: 21.6
- Carbohydrates: 62.4
- Fats: 1.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good for bone strength."
cranberry-beans-(क्रैनबेरी-बीन्स),Cranberry Beans (क्रैनबेरी बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '340.0', 'protein': '23.0', 'carbs': '60.0', 'fats': '2.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Improves cholesterol profile.,"Cranberry Beans (क्रैनबेरी बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 340.0
- Protein: 23.0
- Carbohydrates: 60.0
- Fats: 2.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Improves cholesterol profile."
broad-beans-(फावा-बीन्स),Broad Beans (फावा बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '341.0', 'protein': '21.0', 'carbs': '58.0', 'fats': '1.5'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",High in folate.,"Broad Beans (फावा बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 341.0
- Protein: 21.0
- Carbohydrates: 58.0
- Fats: 1.5

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: High in folate."
lima-beans-(लीमा-बीन्स),Lima Beans (लीमा बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '338.0', 'protein': '21.4', 'carbs': '63.4', 'fats': '0.7'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",Nourishing but slow digestion.,"Lima Beans (लीमा बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 338.0
- Protein: 21.4
- Carbohydrates: 63.4
- Fats: 0.7

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: Nourishing but slow digestion."
adzuki-beans-(अदजुकी-बीन्स),Adzuki Beans (अदजुकी बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '329.0', 'protein': '19.9', 'carbs': '62.9', 'fats': '0.5'}","{'rasa': 'Sweet Astringent (मधुर कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Good for liver detox.,"Adzuki Beans (अदजुकी बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 329.0
- Protein: 19.9
- Carbohydrates: 62.9
- Fats: 0.5

Ayurvedic Properties:
- Rasa (Taste): Sweet Astringent (मधुर कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Good for liver detox."
green-lentils-(हरी-मसूर),Green Lentils (हरी मसूर),"Cereals,Pulses,Lentils & Legumes","{'calories': '352.0', 'protein': '24.0', 'carbs': '60.0', 'fats': '1.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",High protein; regulates sugar.,"Green Lentils (हरी मसूर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 352.0
- Protein: 24.0
- Carbohydrates: 60.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: High protein; regulates sugar."
black-lentils-(काली-दाल),Black Lentils (काली दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '353.0', 'protein': '25.0', 'carbs': '60.8', 'fats': '1.1'}","{'rasa': 'Sweet Astringent (मधुर कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↑'}",Very strengthening.,"Black Lentils (काली दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 353.0
- Protein: 25.0
- Carbohydrates: 60.8
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Sweet Astringent (मधुर कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↑ Kapha↑

Notes: Very strengthening."
french-lentils-(फ्रेंच-दाल),French Lentils (फ्रेंच दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '353.0', 'protein': '26.0', 'carbs': '60.0', 'fats': '1.2'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",High mineral content.,"French Lentils (फ्रेंच दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 353.0
- Protein: 26.0
- Carbohydrates: 60.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: High mineral content."
yellow-split-peas-(पीली-मटर),Yellow Split Peas (पीली मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '341.0', 'protein': '24.5', 'carbs': '60.0', 'fats': '1.0'}","{'rasa': 'Sweet Astringent (मधुर कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Gentle on digestion.,"Yellow Split Peas (पीली मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 341.0
- Protein: 24.5
- Carbohydrates: 60.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Sweet Astringent (मधुर कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Gentle on digestion."
green-split-peas-(हरी-मटर),Green Split Peas (हरी मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '349.0', 'protein': '25.0', 'carbs': '61.0', 'fats': '1.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good for fiber intake.,"Green Split Peas (हरी मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 349.0
- Protein: 25.0
- Carbohydrates: 61.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good for fiber intake."
black-chickpeas-flour-(काला-चना-आटा),Black Chickpeas Flour (काला चना आटा),"Cereals,Pulses,Lentils & Legumes","{'calories': '387.0', 'protein': '22.0', 'carbs': '60.0', 'fats': '6.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↓'}",Supports bodybuilding.,"Black Chickpeas Flour (काला चना आटा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 387.0
- Protein: 22.0
- Carbohydrates: 60.0
- Fats: 6.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↑ Kapha↓

Notes: Supports bodybuilding."
besan-/-chickpea-flour-(बेसन),Besan / Chickpea Flour (बेसन),"Cereals,Pulses,Lentils & Legumes","{'calories': '387.0', 'protein': '22.0', 'carbs': '57.8', 'fats': '6.7'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↓'}",Light digestible if roasted.,"Besan / Chickpea Flour (बेसन) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 387.0
- Protein: 22.0
- Carbohydrates: 57.8
- Fats: 6.7

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↑ Kapha↓

Notes: Light digestible if roasted."
pressed-soy-chunks-(सोया-नगेट्स),Pressed Soy Chunks (सोया नगेट्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '336.0', 'protein': '52.0', 'carbs': '33.0', 'fats': '0.5'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",Excellent plant protein.,"Pressed Soy Chunks (सोया नगेट्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 336.0
- Protein: 52.0
- Carbohydrates: 33.0
- Fats: 0.5

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: Excellent plant protein."
moong-flour-(मूंग-आटा),Moong Flour (मूंग आटा),"Cereals,Pulses,Lentils & Legumes","{'calories': '347.0', 'protein': '24.0', 'carbs': '62.0', 'fats': '1.2'}","{'rasa': 'Sweet (मधुर)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Very light for digestion.,"Moong Flour (मूंग आटा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 347.0
- Protein: 24.0
- Carbohydrates: 62.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Sweet (मधुर)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Very light for digestion."
pea-dal-(मटर-दाल),Pea Dal (मटर दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '350.0', 'protein': '23.0', 'carbs': '62.0', 'fats': '1.1'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Helps regulate cholesterol.,"Pea Dal (मटर दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 350.0
- Protein: 23.0
- Carbohydrates: 62.0
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Helps regulate cholesterol."
phaseolus-beans-(फेसोलस-बीन्स),Phaseolus Beans (फेसोलस बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '340.0', 'protein': '22.0', 'carbs': '61.0', 'fats': '1.3'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Rich in potassium.,"Phaseolus Beans (फेसोलस बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 340.0
- Protein: 22.0
- Carbohydrates: 61.0
- Fats: 1.3

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Rich in potassium."
